loc,v(g),ev(g),iv(g),defects
22,2,1,1,1
40,5,4,5,1
54,5,4,2,1
7,1,1,1,1
41,5,1,3,1
5,1,1,1,1
159,46,30,23,1
27,1,1,1,1
56,7,5,2,1
58,11,3,7,1
8,1,1,1,1
52,7,1,7,1
95,17,8,11,1
43,25,25,16,1
77,37,1,36,1
1243,402,1,402,1
4,1,1,1,1
153,11,1,11,1
96,16,14,7,1
45,11,1,11,1
30,3,1,3,1
68,4,1,4,1
104,21,10,20,1
22,2,1,2,1
60,18,18,4,1
14,3,1,3,1
7,2,1,2,1
107,10,6,5,1
64,11,1,11,1
100,11,1,8,1
112,6,1,5,1
50,6,1,2,1
29,7,5,6,1
62,6,1,6,1
49,4,1,4,1
22,4,3,2,1
104,13,10,13,1
43,6,5,4,1
45,3,1,1,1
39,5,1,5,1
19,6,4,5,1
18,4,1,1,1
55,3,1,3,1
37,4,3,4,1
308,47,13,26,1
8,2,1,2,1
17,2,1,2,1
29,3,1,1,1
23,2,1,2,1
96,10,1,3,1
128,11,9,7,1
16,2,1,2,1
16,2,1,2,1
32,3,1,3,1
33,3,1,2,1
16,2,1,2,1
21,3,1,2,1
16,2,1,2,1
23,4,4,2,1
9,1,1,1,1
43,6,1,1,1
18,2,1,2,1
18,2,1,2,1
31,3,1,3,1
29,3,1,2,1
20,4,3,3,1
17,2,1,2,1
69,6,6,3,1
34,3,1,3,1
40,2,1,2,1
23,2,1,1,1
22,2,1,2,1
17,2,1,2,1
18,2,1,2,1
35,3,1,3,1
18,2,1,2,1
19,2,1,2,1
19,2,1,2,1
12,1,1,1,1
20,3,1,3,1
96,11,6,8,1
44,5,3,3,1
47,7,1,2,1
14,2,1,2,1
47,2,1,2,1
24,2,1,2,1
18,2,1,2,1
17,3,3,2,1
17,2,1,2,1
17,2,1,2,1
107,5,1,5,1
15,2,1,2,1
42,4,1,4,1
157,17,3,13,1
68,6,1,5,1
10,1,1,1,1
102,15,5,13,1
94,17,1,6,1
20,2,1,2,1
9,1,1,1,1
24,2,1,2,1
17,3,1,1,1
39,3,1,3,1
155,11,4,8,1
25,3,1,3,1
14,3,1,3,1
17,3,1,3,1
15,2,1,2,1
20,3,3,2,1
10,2,1,2,1
15,2,1,2,1
25,1,1,1,1
17,3,1,3,1
44,4,1,4,1
188,18,18,9,1
102,2,1,2,1
7,1,1,1,1
26,3,1,3,1
37,3,1,3,1
119,10,1,9,1
29,2,1,2,1
30,6,1,1,1
101,6,3,3,1
26,1,1,1,1
147,21,11,15,1
112,12,10,6,1
51,9,5,6,1
19,2,1,2,1
25,5,1,3,1
141,17,10,11,1
50,2,1,2,1
50,2,1,2,1
41,2,1,2,1
39,5,1,5,1
71,14,11,3,1
4,1,1,1,1
4,1,1,1,1
20,5,1,4,1
25,5,1,3,1
18,2,1,2,1
34,4,1,4,1
43,5,1,4,1
30,8,1,5,1
26,1,1,1,1
49,10,7,4,1
35,5,1,4,1
28,3,1,3,1
102,34,15,11,1
74,20,1,20,1
88,9,1,1,1
167,21,10,14,1
201,32,17,3,1
118,31,13,14,1
187,39,25,17,1
195,76,64,14,1
58,12,10,9,1
74,9,4,5,1
520,75,51,30,1
89,14,8,6,1
10,1,1,1,1
19,2,1,2,1
75,13,6,8,1
74,13,6,8,1
44,3,1,3,1
63,6,1,6,1
61,1,1,1,1
90,6,1,4,1
248,58,48,45,1
175,57,47,40,1
355,88,66,82,1
85,24,23,20,1
136,10,3,7,1
92,8,1,7,1
44,4,1,4,1
41,4,1,3,1
61,7,1,7,1
18,4,1,2,1
237,35,28,20,1
23,2,1,2,1
25,5,4,5,1
11,5,5,1,1
28,3,1,3,1
147,19,7,14,1
105,19,13,11,1
50,3,1,3,1
48,7,3,4,1
47,10,6,4,1
204,29,16,18,1
218,24,12,14,1
33,4,3,4,1
69,4,1,2,1
31,7,5,3,1
336,68,32,16,1
33,3,1,2,1
50,4,1,3,1
185,41,37,17,1
69,9,5,3,1
101,7,1,7,1
115,22,12,14,1
60,13,12,9,1
39,8,6,6,1
58,11,6,7,1
76,18,11,11,1
47,4,4,3,1
85,7,1,7,1
41,3,1,3,1
117,17,7,15,1
80,3,1,3,1
28,3,1,3,1
95,10,1,9,1
6,1,1,1,1
109,7,4,5,1
38,6,5,2,1
143,3,1,3,1
126,32,14,8,1
195,6,4,5,1
286,9,3,5,1
286,1,1,1,1
70,1,1,1,1
298,9,1,4,1
41,6,1,4,1
74,11,1,3,1
45,6,1,6,1
271,3,1,3,1
105,4,1,3,1
57,6,5,2,1
472,24,13,9,1
133,3,1,1,1
160,4,1,4,1
56,10,5,10,1
108,19,10,11,1
42,4,1,4,1
76,5,1,4,1
34,2,1,1,1
32,2,1,2,1
66,6,5,3,1
86,54,54,20,1
47,8,3,7,1
149,19,4,13,1
84,12,1,11,1
50,3,1,3,1
62,4,3,2,1
61,3,1,3,1
40,4,1,3,1
25,2,1,2,1
127,28,15,16,1
195,23,11,10,1
62,11,6,8,1
511,69,38,34,1
97,16,6,12,1
81,23,23,8,1
47,5,1,4,1
66,6,1,6,1
47,1,1,1,1
80,8,6,5,1
108,15,3,9,1
107,16,10,13,1
27,3,3,3,1
89,16,10,4,1
126,32,31,5,1
75,13,4,5,1
20,1,1,1,1
90,18,15,10,1
44,3,1,2,1
59,10,6,6,1
66,12,1,11,1
141,16,12,13,1
15,34,25,10,1
79,35,34,19,1
262,30,23,19,1
117,18,14,16,1
46,7,4,6,1
49,8,4,6,1
95,11,9,3,1
33,5,4,3,1
59,13,10,5,1
63,19,13,12,1
57,6,1,6,1
99,2,1,1,1
47,2,1,2,1
52,8,5,7,1
27,8,7,1,1
129,16,16,1,1
107,27,21,1,1
411,4,1,2,1
22,3,1,3,1
53,2,1,2,1
39,5,1,3,1
92,5,3,4,1
94,14,8,13,1
70,1,1,1,1
7,2,1,1,1
34,4,1,4,1
5,1,1,1,1
157,7,1,6,1
194,28,15,14,1
13,4,4,3,1
74,8,3,3,1
385,26,1,24,1
105,30,19,13,1
27,4,1,4,1
222,51,40,31,1
125,23,10,16,1
23,3,1,2,1
29,5,4,4,1
37,3,1,2,1
24,10,6,1,1
580,36,6,10,1
64,4,1,4,1
57,10,3,7,1
123,53,53,22,1
96,10,6,4,1
29,10,5,6,1
182,42,27,25,1
92,3,1,3,1
122,17,3,12,1
24,8,1,2,1
175,63,61,22,1
106,27,21,16,1
44,5,4,5,1
12,4,1,2,1
101,11,6,9,1
28,4,4,4,1
12,4,1,2,1
137,33,20,19,1
6,1,1,1,1
252,69,59,52,1
43,8,1,4,1
46,3,1,3,1
64,13,10,4,1
80,13,10,11,1
45,8,3,5,1
116,18,8,7,1
125,11,4,7,1
48,13,11,7,1
65,10,6,4,1
55,9,1,6,1
15,3,1,2,1
23,3,1,3,1
80,7,1,3,1
61,8,1,7,1
129,17,4,11,1
194,25,5,22,1
11,1,1,1,1
11,1,1,1,1
11,1,1,1,1
14,1,1,1,1
23,3,1,1,1
11,2,1,1,1
40,6,3,6,1
42,5,1,5,1
52,5,4,4,1
33,1,1,1,1
36,3,1,3,1
18,2,1,2,1
19,2,1,2,1
60,7,5,7,1
17,2,1,2,1
94,13,5,8,1
134,10,6,6,1
297,49,26,21,1
131,21,5,13,1
36,6,4,5,1
33,2,1,2,1
35,6,1,4,1
226,9,1,9,1
43,6,1,6,1
129,17,14,7,1
75,9,4,6,1
43,9,4,4,1
35,7,3,4,1
16,1,1,1,1
27,5,3,3,1
140,26,10,15,1
90,7,5,4,1
17,1,1,1,1
18,4,3,3,1
120,16,4,10,1
39,5,4,3,1
193,35,16,24,1
143,22,11,16,1
71,5,1,2,1
28,7,7,1,1
15,2,1,2,1
256,15,7,13,1
116,16,7,10,1
144,13,1,7,1
62,9,5,9,1
345,24,13,17,1
49,11,4,6,1
175,37,33,10,1
9,5,1,4,1
48,6,3,6,1
62,7,1,6,1
26,2,1,2,1
65,16,11,10,1
7,1,1,1,1
67,12,6,11,1
383,31,7,23,1
25,1,1,1,1
22,1,1,1,1
26,1,1,1,1
44,7,4,5,1
121,7,1,7,1
83,18,10,15,1
46,1,1,1,1
42,5,1,4,1
89,29,29,22,1
110,4,1,4,1
76,10,8,5,1
60,6,1,2,1
56,6,1,2,1
68,4,4,3,1
95,34,32,7,1
44,2,1,1,1
26,2,1,1,1
63,6,1,6,1
65,10,6,4,1
160,11,6,7,1
344,44,31,22,1
211,28,23,15,1
112,5,1,4,1
110,15,15,8,1
105,4,1,3,1
132,16,10,9,1
82,12,11,6,1
28,7,7,3,1
157,19,14,10,1
157,19,14,10,1
18,2,1,2,1
11,1,1,1,1
352,32,1,30,1
78,2,1,1,1
31,7,1,5,1
122,18,15,9,1
151,39,34,16,1
129,14,14,8,1
96,13,8,9,1
4,3,3,2,1
7,1,1,1,1
57,5,1,3,1
28,4,1,4,1
77,16,8,6,1
95,11,10,10,1
119,12,1,5,1
94,12,1,8,1
83,18,11,14,1
11,3,3,2,1
51,9,8,5,1
104,17,11,10,1
89,8,4,6,1
16,2,1,2,1
415,90,43,31,1
26,2,1,2,1
74,9,5,8,1
123,21,1,21,1
34,3,1,3,1
28,5,1,4,1
24,2,1,2,1
222,33,21,17,1
113,12,7,8,1
41,4,4,4,1
68,9,7,5,1
36,5,1,5,1
135,18,1,7,1
49,7,1,4,1
126,17,1,7,1
60,3,1,3,1
66,6,6,5,1
18,2,1,2,1
23,2,1,2,1
11,2,1,1,1
138,41,22,18,1
130,28,24,9,1
135,33,10,29,1
41,7,3,5,1
38,8,3,4,1
40,6,1,5,1
73,7,1,7,1
252,33,23,18,1
12,3,1,3,1
74,7,1,7,1
51,4,1,4,1
7,2,1,1,1
57,11,1,4,1
54,10,1,5,1
159,20,5,18,1
94,5,1,5,1
139,15,1,14,1
152,22,12,14,1
59,4,1,4,1
171,17,1,16,1
44,6,4,3,1
162,25,15,13,1
152,15,6,9,1
181,21,4,7,1
91,10,8,9,1
206,11,8,7,1
198,20,15,16,1
70,17,9,6,1
21,3,1,2,1
41,4,1,3,1
381,23,20,23,1
64,3,1,3,1
102,11,1,5,1
51,5,1,5,1
134,27,26,16,1
587,48,17,25,1
350,69,14,62,1
69,11,3,10,1
324,76,17,41,1
255,41,23,15,1
152,16,11,9,1
58,5,1,4,1
40,4,1,4,1
25,5,1,5,1
50,10,5,9,1
87,22,5,13,1
74,8,7,5,1
103,11,5,5,1
83,14,9,13,1
235,17,4,14,1
122,10,4,7,1
130,3,1,1,1
56,6,5,2,1
89,5,1,5,1
205,38,22,23,1
537,81,50,38,1
45,8,6,8,1
41,5,3,2,1
274,17,6,13,1
49,2,1,1,1
84,21,14,10,1
76,14,7,9,1
93,5,1,5,1
67,11,7,4,1
32,4,1,4,1
24,2,1,1,1
41,10,1,1,1
44,11,1,1,1
185,33,24,24,1
143,13,12,12,1
32,1,1,1,1
11,1,1,1,1
7,1,1,1,1
284,33,10,24,1
149,11,1,7,1
134,14,8,10,1
253,32,7,27,1
169,31,18,25,1
49,7,5,4,1
122,15,5,11,1
74,7,1,7,1
172,22,14,19,1
53,5,1,5,1
123,17,17,8,1
350,58,16,41,1
65,9,4,5,1
79,13,1,4,1
69,8,1,5,1
80,8,1,7,1
39,3,1,3,1
45,6,1,6,1
168,16,14,12,1
33,3,1,1,1
48,4,4,2,1
92,10,1,6,1
65,3,1,3,1
88,6,1,4,1
166,20,11,8,1
56,8,5,7,1
88,15,6,9,1
332,37,8,8,1
188,38,23,27,1
63,24,20,5,1
91,26,1,2,1
56,9,5,6,1
29,6,1,4,1
166,27,18,22,1
53,8,8,5,1
37,6,4,2,1
89,13,12,10,1
17,2,1,2,1
111,25,23,11,1
109,7,1,6,1
31,5,1,3,1
89,4,1,4,1
132,6,1,6,1
78,15,12,8,1
47,3,1,1,1
256,74,1,38,1
91,2,1,1,1
50,2,1,2,1
90,14,13,7,1
52,9,1,6,1
490,77,43,37,1
4,1,1,1,1
23,6,3,1,1
27,1,1,1,1
621,25,1,24,1
79,14,8,6,1
151,7,1,6,1
98,7,4,5,1
123,8,4,6,1
97,21,20,17,1
324,19,1,19,1
76,2,1,2,1
89,14,11,8,1
199,29,18,14,1
86,13,4,11,1
165,23,5,15,1
198,23,15,11,1
34,16,16,2,1
187,20,7,18,1
51,31,28,28,1
115,15,1,3,1
214,61,49,28,1
193,36,1,36,1
225,37,22,35,1
133,16,1,7,1
116,13,4,6,1
94,23,18,18,1
19,2,1,2,1
172,25,24,25,1
94,19,7,7,1
61,15,1,8,1
318,75,20,55,1
209,19,17,13,1
134,13,11,11,1
80,12,8,2,1
20,8,8,2,1
122,23,1,22,1
233,46,37,15,1
94,10,5,9,1
150,18,9,11,1
104,13,9,9,1
136,12,1,9,1
58,18,16,3,1
89,16,14,13,1
312,27,3,21,1
19,1,1,1,1
257,14,10,9,1
95,2,1,2,1
96,15,9,9,1
170,19,1,7,1
107,10,4,7,1
130,11,8,8,1
42,6,1,6,1
108,1,1,1,1
196,48,41,16,1
43,4,1,4,1
243,27,12,14,1
90,11,1,8,1
390,76,29,25,1
76,4,1,4,1
288,4,1,3,1
93,20,16,15,1
77,9,1,7,1
135,10,1,10,1
132,14,6,12,1
235,29,22,17,1
63,11,3,7,1
202,70,1,10,1
49,4,1,4,1
902,37,1,37,1
242,56,12,33,1
194,21,7,12,1
327,21,12,13,1
537,18,1,16,1
190,39,3,35,1
202,44,40,44,1
86,9,3,6,1
149,25,15,9,1
134,23,13,10,1
151,25,6,16,1
130,27,25,19,1
106,9,4,6,1
325,85,57,58,1
325,49,17,35,1
572,273,1,2,1
65,4,1,3,1
513,82,8,76,1
343,68,20,25,1
299,68,1,68,1
173,33,29,23,1
436,64,13,57,1
97,15,1,11,1
186,42,27,16,1
128,20,6,8,1
334,33,19,17,1
82,11,5,10,1
161,13,11,11,1
85,2,1,2,1
322,82,21,40,1
23,2,1,2,1
243,23,10,15,1
790,34,1,25,1
725,173,90,65,1
470,27,17,15,1
222,19,6,19,1
466,94,27,63,1
107,24,1,13,1
1882,286,82,197,1
1411,127,33,105,1
657,104,46,86,1
1280,207,58,171,1
1824,268,39,219,1
1532,263,140,256,1
844,404,1,2,1
1129,128,14,104,1
3442,470,113,385,1
706,94,3,67,0
20,2,1,2,0
609,6,1,6,0
205,26,22,20,0
129,18,1,12,0
6,1,1,1,0
115,11,4,8,0
159,4,1,4,0
127,50,44,3,0
264,4,1,4,0
6,1,1,1,0
58,3,3,3,0
28,4,1,3,0
27,3,1,2,0
177,25,21,13,0
35,3,3,2,0
40,4,3,3,0
34,6,4,4,0
17,3,1,3,0
16,2,1,2,0
162,15,11,8,0
34,4,1,3,0
10,4,4,4,0
168,12,9,11,0
23,12,12,4,0
46,3,1,3,0
62,16,16,6,0
159,26,1,20,0
175,18,7,12,0
26,3,1,2,0
5,1,1,1,0
64,6,1,6,0
50,5,3,5,0
4,1,1,1,0
111,12,3,12,0
98,19,10,16,0
10,2,1,1,0
83,8,4,6,0
133,30,27,10,0
14,1,1,1,0
13,1,1,1,0
113,22,16,11,0
11,1,1,1,0
59,8,1,7,0
4,1,1,1,0
8,1,1,1,0
15,1,1,1,0
44,2,1,2,0
116,22,14,6,0
40,16,11,6,0
50,13,5,1,0
36,4,4,2,0
43,7,1,7,0
10,3,3,1,0
51,14,9,2,0
73,1,1,1,0
40,5,1,1,0
39,6,5,2,0
31,4,4,3,0
146,9,3,7,0
21,4,1,4,0
12,3,1,3,0
17,5,4,5,0
212,40,20,5,0
6,1,1,1,0
328,42,35,27,0
279,36,29,25,0
89,11,10,9,0
29,7,1,7,0
55,3,1,3,0
44,1,1,1,0
82,10,1,9,0
33,3,3,2,0
130,2,1,2,0
36,3,3,2,0
31,3,3,2,0
85,6,3,3,0
32,3,3,2,0
92,3,1,3,0
119,6,1,4,0
100,8,5,6,0
57,4,1,2,0
33,9,8,2,0
48,9,3,3,0
15,6,6,1,0
29,3,1,2,0
73,8,4,7,0
20,2,1,2,0
27,5,4,4,0
74,7,1,5,0
103,24,16,10,0
38,4,1,2,0
93,6,1,6,0
145,23,18,15,0
161,34,26,1,0
26,6,5,2,0
49,9,8,1,0
19,4,1,4,0
51,14,1,1,0
14,2,1,1,0
19,5,3,3,0
15,2,1,2,0
30,8,4,5,0
167,33,19,14,0
4,1,1,1,0
80,12,8,2,0
15,3,3,2,0
88,33,31,33,0
5,1,1,1,0
13,1,1,1,0
24,2,1,1,0
20,2,1,1,0
12,3,1,1,0
30,2,1,2,0
32,7,3,7,0
18,1,1,1,0
32,4,1,1,0
92,2,1,2,0
5,1,1,1,0
136,25,4,12,0
15,4,3,2,0
11,1,1,1,0
8,1,1,1,0
16,4,4,4,0
16,4,4,4,0
16,4,4,4,0
26,4,1,4,0
11,2,1,2,0
19,2,1,1,0
9,1,1,1,0
24,3,1,3,0
34,2,1,2,0
143,60,57,54,0
20,2,1,2,0
112,54,51,53,0
31,4,4,3,0
7,1,1,1,0
57,3,1,3,0
14,2,1,2,0
28,5,5,3,0
32,4,4,3,0
34,8,4,3,0
9,2,1,2,0
70,13,9,2,0
5,1,1,1,0
9,1,1,1,0
32,5,1,5,0
114,26,20,1,0
28,5,3,3,0
16,1,1,1,0
28,5,3,3,0
28,4,4,2,0
73,8,1,3,0
22,2,1,1,0
128,38,28,20,0
36,6,4,5,0
19,2,1,1,0
26,4,1,3,0
24,5,4,4,0
16,3,1,3,0
66,7,1,1,0
60,6,1,6,0
29,5,1,3,0
19,2,1,2,0
213,8,1,8,0
17,3,1,3,0
93,15,10,5,0
12,2,1,1,0
28,5,3,4,0
44,3,1,3,0
7,1,1,1,0
4,2,1,1,0
4,2,1,1,0
4,1,1,1,0
8,2,1,1,0
20,2,1,1,0
8,2,1,1,0
14,1,1,1,0
12,2,1,1,0
9,2,1,1,0
8,2,1,1,0
14,1,1,1,0
21,7,5,4,0
24,5,3,3,0
21,7,5,4,0
17,6,3,3,0
17,6,3,3,0
19,5,4,4,0
19,6,5,4,0
27,9,1,7,0
24,7,1,7,0
25,7,1,7,0
41,9,1,3,0
7,2,1,1,0
9,3,1,2,0
11,4,1,3,0
17,3,1,2,0
68,15,15,7,0
32,6,1,5,0
7,1,1,1,0
4,1,1,1,0
7,1,1,1,0
12,6,5,3,0
5,1,1,1,0
7,2,1,1,0
7,2,1,1,0
37,13,13,11,0
25,7,1,5,0
8,2,1,1,0
8,2,1,1,0
8,2,1,1,0
50,7,6,6,0
7,2,1,1,0
9,3,3,1,0
5,1,1,1,0
4,1,1,1,0
10,3,3,2,0
14,3,3,2,0
4,1,1,1,0
11,1,1,1,0
15,2,1,1,0
11,2,1,2,0
7,2,1,1,0
61,7,6,5,0
4,1,1,1,0
8,1,1,1,0
25,5,5,4,0
37,3,1,3,0
18,2,1,1,0
53,8,1,7,0
13,3,1,2,0
86,16,7,4,0
79,7,5,7,0
15,1,1,1,0
63,5,4,5,0
26,7,5,4,0
4,1,1,1,0
59,8,1,6,0
29,4,1,3,0
15,2,1,2,0
7,1,1,1,0
22,3,1,2,0
41,6,6,4,0
7,1,1,1,0
82,13,9,4,0
23,6,3,3,0
31,4,1,4,0
12,2,1,2,0
5,1,1,1,0
41,8,3,3,0
10,2,1,2,0
7,1,1,1,0
34,6,1,6,0
26,5,5,2,0
4,1,1,1,0
15,3,1,2,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
7,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
10,2,1,2,0
4,1,1,1,0
5,1,1,1,0
7,1,1,1,0
114,15,1,8,0
14,2,1,1,0
36,4,1,4,0
4,1,1,1,0
5,1,1,1,0
25,2,1,2,0
42,7,7,5,0
16,2,1,2,0
11,2,1,2,0
27,3,1,1,0
18,2,1,2,0
22,2,1,2,0
9,3,3,2,0
35,11,5,4,0
126,18,5,5,0
67,7,5,2,0
73,10,9,5,0
48,6,3,3,0
35,3,1,3,0
18,2,1,1,0
15,2,1,1,0
13,2,1,2,0
78,13,10,6,0
194,31,20,5,0
48,3,1,3,0
11,2,1,2,0
65,10,1,1,0
50,2,1,1,0
37,2,1,1,0
23,4,3,2,0
16,4,3,1,0
44,10,4,4,0
62,5,1,4,0
37,6,4,2,0
8,3,1,3,0
11,2,1,2,0
41,6,3,2,0
53,3,1,3,0
13,1,1,1,0
164,18,5,13,0
47,2,1,1,0
26,1,1,1,0
17,2,1,2,0
4,1,1,1,0
9,2,1,2,0
33,3,1,1,0
11,2,1,2,0
32,8,5,4,0
9,2,1,2,0
21,4,4,1,0
69,6,1,6,0
96,9,6,7,0
15,2,1,2,0
55,3,3,3,0
24,3,1,3,0
90,9,7,4,0
27,4,1,4,0
23,3,1,3,0
141,17,1,15,0
18,2,1,2,0
47,2,1,1,0
56,3,1,1,0
50,5,3,2,0
23,1,1,1,0
27,3,1,1,0
34,6,3,1,0
11,2,1,2,0
9,2,1,2,0
29,6,1,6,0
12,4,4,4,0
11,2,1,2,0
55,4,1,4,0
28,6,6,3,0
11,3,3,2,0
14,3,3,2,0
24,3,1,3,0
16,3,1,3,0
38,2,1,2,0
10,2,1,2,0
12,2,1,2,0
12,3,1,3,0
16,2,1,1,0
27,3,1,2,0
28,3,1,1,0
37,4,1,2,0
29,3,1,2,0
43,9,7,3,0
28,3,1,2,0
17,3,1,3,0
33,5,3,3,0
15,1,1,1,0
50,6,5,1,0
148,12,1,6,0
40,10,6,1,0
16,3,1,2,0
22,8,4,1,0
62,10,1,7,0
34,5,3,3,0
41,4,1,4,0
8,1,1,1,0
6,1,1,1,0
65,10,1,10,0
8,1,1,1,0
37,4,1,4,0
39,4,1,4,0
39,4,1,4,0
8,1,1,1,0
58,8,8,5,0
6,1,1,1,0
8,1,1,1,0
58,10,10,5,0
9,2,1,2,0
17,3,1,3,0
14,2,1,2,0
26,6,6,2,0
9,2,1,2,0
7,2,1,1,0
44,4,1,4,0
42,4,1,4,0
41,4,1,4,0
17,2,1,2,0
17,11,8,1,0
37,6,1,3,0
33,7,6,4,0
65,6,3,2,0
21,4,1,3,0
7,1,1,1,0
14,4,3,2,0
15,3,1,2,0
9,4,3,2,0
20,5,1,1,0
4,2,1,1,0
14,3,3,2,0
43,11,11,2,0
119,18,8,13,0
4,1,1,1,0
75,12,9,6,0
9,2,1,2,0
4,1,1,1,0
35,13,10,5,0
39,14,11,4,0
34,4,4,4,0
65,1,1,1,0
189,1,1,1,0
178,6,3,4,0
146,1,1,1,0
4,1,1,1,0
41,3,1,3,0
8,1,1,1,0
32,10,1,1,0
75,7,5,6,0
91,2,1,1,0
25,2,1,2,0
24,4,3,2,0
36,5,1,3,0
4,1,1,1,0
88,10,8,9,0
34,1,1,1,0
150,20,16,16,0
10,1,1,1,0
5,1,1,1,0
12,1,1,1,0
8,1,1,1,0
4,1,1,1,0
8,1,1,1,0
45,9,6,2,0
9,3,3,1,0
9,3,3,1,0
13,2,1,2,0
12,2,1,2,0
13,1,1,1,0
28,9,9,1,0
13,1,1,1,0
26,8,8,1,0
13,1,1,1,0
22,6,6,1,0
13,1,1,1,0
20,5,5,1,0
19,4,1,1,0
47,5,1,3,0
47,5,1,3,0
16,2,1,2,0
66,8,1,5,0
68,8,1,5,0
12,3,1,3,0
17,6,6,1,0
15,4,4,1,0
16,2,1,2,0
21,2,1,2,0
15,2,1,2,0
21,3,1,2,0
20,4,1,2,0
16,2,1,2,0
50,4,1,3,0
16,2,1,2,0
46,6,1,3,0
16,2,1,2,0
13,4,1,3,0
12,4,1,1,0
17,2,1,1,0
16,2,1,1,0
16,2,1,1,0
15,3,1,1,0
36,7,1,3,0
34,4,1,3,0
4,1,1,1,0
34,4,1,3,0
14,2,1,1,0
25,3,3,3,0
28,6,5,3,0
6,1,1,1,0
70,8,8,8,0
34,4,1,4,0
27,3,1,3,0
66,13,1,12,0
21,3,1,1,0
27,3,1,3,0
18,2,1,2,0
67,3,1,3,0
32,5,5,3,0
37,3,1,3,0
56,8,1,6,0
26,6,3,2,0
14,4,1,3,0
20,2,1,2,0
20,3,1,2,0
151,7,4,6,0
8,1,1,1,0
10,1,1,1,0
79,8,1,3,0
84,13,1,13,0
58,7,1,6,0
10,1,1,1,0
8,1,1,1,0
8,1,1,1,0
8,1,1,1,0
9,1,1,1,0
6,1,1,1,0
38,4,3,3,0
9,1,1,1,0
4,1,1,1,0
5,1,1,1,0
5,1,1,1,0
25,4,4,1,0
8,2,1,2,0
11,2,1,2,0
9,2,1,1,0
27,3,3,1,0
29,3,3,1,0
28,3,3,1,0
25,3,3,1,0
8,1,1,1,0
23,4,1,4,0
25,2,1,2,0
86,8,6,4,0
93,9,7,5,0
93,9,7,5,0
109,12,6,4,0
75,7,5,3,0
38,4,1,4,0
15,3,3,3,0
27,2,1,2,0
62,8,6,3,0
37,4,4,2,0
67,9,7,4,0
66,9,7,4,0
77,10,6,3,0
48,7,5,2,0
11,1,1,1,0
12,3,3,2,0
24,4,4,1,0
23,4,1,2,0
5,1,1,1,0
12,2,1,2,0
8,2,1,1,0
8,2,1,1,0
145,7,1,7,0
39,6,6,5,0
45,5,4,3,0
29,4,4,3,0
46,5,4,3,0
49,6,4,3,0
136,31,24,10,0
17,3,1,1,0
42,4,1,4,0
43,16,10,13,0
113,42,35,24,0
149,31,24,13,0
19,3,1,2,0
203,17,8,14,0
36,4,4,3,0
133,24,20,15,0
37,5,4,5,0
43,4,1,4,0
7,1,1,1,0
5,1,1,1,0
9,1,1,1,0
73,9,6,8,0
33,1,1,1,0
40,2,1,2,0
43,4,4,2,0
102,1,1,1,0
138,1,1,1,0
109,1,1,1,0
282,1,1,1,0
16,2,1,2,0
22,4,3,1,0
74,5,4,5,0
32,8,8,7,0
11,1,1,1,0
54,6,6,2,0
4,1,1,1,0
45,2,1,1,0
39,3,3,2,0
28,1,1,1,0
30,2,1,2,0
26,2,1,2,0
54,7,6,7,0
16,1,1,1,0
15,1,1,1,0
56,2,1,2,0
10,1,1,1,0
9,1,1,1,0
66,8,7,6,0
62,12,12,12,0
27,2,1,2,0
33,1,1,1,0
20,1,1,1,0
15,1,1,1,0
27,5,5,5,0
30,4,4,4,0
48,5,5,4,0
13,1,1,1,0
21,5,5,4,0
52,2,1,2,0
4,1,1,1,0
21,9,3,3,0
35,3,1,3,0
34,10,3,4,0
10,2,1,1,0
4,1,1,1,0
18,2,1,1,0
17,4,3,1,0
34,6,6,2,0
22,5,5,3,0
9,2,1,2,0
21,3,1,3,0
15,4,1,3,0
45,9,1,6,0
23,4,4,2,0
29,8,3,5,0
81,11,5,7,0
16,8,8,1,0
26,4,1,4,0
18,6,1,1,0
15,2,1,2,0
15,3,1,3,0
14,5,1,1,0
12,2,1,2,0
15,2,1,2,0
66,7,3,2,0
74,8,4,3,0
33,9,9,1,0
25,4,1,3,0
7,1,1,1,0
18,4,4,2,0
18,4,4,2,0
13,2,1,2,0
48,7,5,2,0
59,9,7,3,0
5,1,1,1,0
25,9,5,5,0
28,6,1,1,0
15,4,4,1,0
41,10,8,2,0
65,25,1,1,0
19,5,1,4,0
36,3,1,2,0
14,3,1,1,0
14,3,1,1,0
5,2,1,1,0
4,1,1,1,0
13,5,4,4,0
61,24,4,12,0
25,3,3,2,0
93,34,28,7,0
34,11,4,7,0
40,11,5,6,0
19,3,3,2,0
13,3,3,2,0
31,3,1,1,0
13,3,1,3,0
20,3,1,2,0
13,3,1,3,0
7,2,1,2,0
21,3,1,2,0
16,2,1,1,0
4,1,1,1,0
7,1,1,1,0
9,2,1,2,0
4,1,1,1,0
17,3,1,3,0
28,4,3,4,0
16,3,1,3,0
27,4,3,4,0
10,1,1,1,0
15,2,1,2,0
19,3,3,2,0
40,3,1,3,0
6,2,1,2,0
49,6,1,6,0
61,7,4,6,0
33,6,1,1,0
4,1,1,1,0
17,4,3,2,0
4,1,1,1,0
7,1,1,1,0
62,1,1,1,0
