loc,v(g),ev(g),iv(g),defects
1,1,1,1,0
4,1,1,1,0
1,1,1,1,0
1,1,1,1,0
1,1,1,1,0
4,1,1,1,0
4,1,1,1,0
1,1,1,1,0
4,1,1,1,0
1,1,1,1,0
3,1,1,1,0
2,1,1,1,0
85,11,6,9,0
150,17,8,15,0
148,19,12,14,0
2,1,1,1,0
3,1,1,1,0
155,24,19,18,0
4,1,1,1,0
118,14,11,11,0
108,12,11,10,0
8,2,1,2,0
32,6,1,4,0
3,1,1,1,0
3,1,1,1,0
10,2,1,2,0
3,1,1,1,0
46,2,1,2,0
12,1,1,1,0
15,2,1,2,0
7,1,1,1,0
7,1,1,1,0
11,1,1,1,0
42,5,5,4,0
85,6,1,6,0
11,1,1,1,0
4,1,1,1,0
6,1,1,1,0
3,1,1,1,0
10,1,1,1,0
10,1,1,1,0
19,1,1,1,0
78,10,1,10,0
68,5,1,5,0
61,8,5,8,0
2,1,1,1,0
6,1,1,1,0
25,1,1,1,0
2,1,1,1,0
2,1,1,1,0
3,1,1,1,0
3,1,1,1,0
3,1,1,1,0
18,2,1,2,0
16,2,1,2,0
4,1,1,1,0
48,5,5,4,0
28,2,1,2,0
1,1,1,1,0
28,2,1,2,0
75,5,1,5,0
14,1,1,1,0
8,1,1,1,0
2,1,1,1,0
65,7,7,5,0
54,6,5,4,0
13,2,1,2,0
18,2,1,2,0
5,1,1,1,0
4,1,1,1,0
4,1,1,1,0
5,1,1,1,0
12,1,1,1,0
12,1,1,1,0
46,5,5,4,0
47,5,5,4,0
39,4,1,4,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
1,1,1,1,0
9,1,1,1,0
9,1,1,1,0
49,4,3,3,0
1,1,1,1,0
1,1,1,1,0
19,2,1,2,0
32,3,1,3,0
15,2,1,2,0
16,2,1,2,0
9,1,1,1,0
16,1,1,1,0
14,1,1,1,0
9,1,1,1,0
6,1,1,1,0
17,2,1,2,0
17,2,1,2,0
15,2,1,2,0
16,2,1,2,0
22,2,1,2,0
50,4,3,3,0
3,1,1,1,0
3,1,1,1,0
36,5,1,4,0
18,1,1,1,0
12,1,1,1,0
25,3,1,3,0
13,2,1,2,0
5,1,1,1,0
3,1,1,1,0
4,1,1,1,0
11,1,1,1,0
45,7,3,7,0
13,2,1,2,0
6,1,1,1,0
16,1,1,1,0
6,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
42,5,3,5,0
2,1,1,1,0
135,29,13,29,0
4,1,1,1,0
4,1,1,1,0
61,5,1,5,0
25,3,1,3,0
12,1,1,1,0
44,5,3,5,0
4,1,1,1,0
11,1,1,1,0
57,9,1,6,0
39,9,7,7,0
4,1,1,1,0
1,1,1,1,0
4,1,1,1,0
7,1,1,1,0
7,2,1,2,0
4,1,1,1,0
3,1,1,1,0
4,1,1,1,0
6,1,1,1,0
5,1,1,1,0
20,2,1,2,0
5,1,1,1,0
14,1,1,1,0
2,1,1,1,0
2,1,1,1,0
18,1,1,1,0
2,2,1,2,0
2,1,1,1,0
9,2,1,1,0
5,1,1,1,0
2,1,1,1,0
16,2,1,2,0
17,2,1,2,0
2,1,1,1,0
10,2,1,2,0
4,1,1,1,0
2,1,1,1,0
4,1,1,1,0
4,1,1,1,0
2,1,1,1,0
1,1,1,1,0
4,1,1,1,0
3,1,1,1,0
2,1,1,1,0
1,1,1,1,0
1,1,1,1,0
4,1,1,1,0
3,1,1,1,0
2,1,1,1,0
4,1,1,1,0
1,1,1,1,0
2,1,1,1,0
4,1,1,1,0
5,1,1,1,0
6,1,1,1,0
6,1,1,1,0
3,1,1,1,0
4,1,1,1,0
4,1,1,1,0
11,1,1,1,0
2,1,1,1,0
4,1,1,1,0
48,7,6,6,0
3,1,1,1,0
11,1,1,1,0
4,1,1,1,0
5,1,1,1,0
1,1,1,1,0
4,1,1,1,0
4,1,1,1,0
14,1,1,1,0
10,2,1,1,0
15,2,1,2,0
12,2,1,2,0
5,1,1,1,0
7,2,1,2,0
7,1,1,1,0
6,1,1,1,0
6,1,1,1,0
9,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
1,1,1,1,0
1,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
1,1,1,1,0
2,1,1,1,0
2,1,1,1,0
1,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
8,1,1,1,0
2,1,1,1,0
1,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
23,1,1,1,0
2,1,1,1,0
6,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
5,1,1,1,0
6,1,1,1,0
1,1,1,1,0
2,2,1,1,0
1,1,1,1,0
3,3,1,2,0
3,3,1,2,0
2,1,1,1,0
2,2,1,2,0
2,1,1,1,0
13,3,3,2,0
1,1,1,1,0
2,2,1,2,0
3,3,3,2,0
2,1,1,1,0
2,1,1,1,0
13,2,1,1,0
2,1,1,1,0
3,1,1,1,0
2,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
2,1,1,1,0
1,1,1,1,0
4,1,1,1,0
1,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
2,1,1,1,0
3,1,1,1,0
28,3,3,2,0
4,1,1,1,0
2,1,1,1,0
7,1,1,1,0
9,2,1,1,0
4,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
27,5,4,5,0
2,1,1,1,0
1,1,1,1,0
5,2,1,1,0
5,2,1,1,0
5,2,1,1,0
5,2,1,1,0
5,2,1,1,0
5,2,1,1,0
4,1,1,1,0
4,1,1,1,0
1,1,1,1,0
35,6,3,5,0
8,1,1,1,0
10,2,1,2,0
2,1,1,1,0
5,2,1,1,0
5,2,1,1,0
5,2,1,1,0
5,2,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
4,1,1,1,0
4,1,1,1,0
16,2,1,2,0
18,1,1,1,0
7,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
10,2,1,2,0
5,1,1,1,0
3,1,1,1,0
3,1,1,1,0
3,1,1,1,0
3,1,1,1,0
3,1,1,1,0
3,1,1,1,0
3,1,1,1,0
3,1,1,1,0
3,1,1,1,0
13,3,1,3,0
27,6,1,2,0
43,4,1,2,0
9,1,1,1,0
23,1,1,1,0
25,4,1,3,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
11,1,1,1,0
4,1,1,1,0
74,6,5,6,0
44,4,1,4,0
20,1,1,1,0
13,1,1,1,0
5,1,1,1,0
19,2,1,1,0
9,1,1,1,0
19,2,1,1,0
46,4,1,4,0
68,9,8,9,0
20,1,1,1,0
14,1,1,1,0
5,1,1,1,0
22,1,1,1,0
16,1,1,1,0
5,1,1,1,0
41,3,1,3,0
14,1,1,1,0
10,1,1,1,0
44,4,1,4,0
34,2,1,2,0
7,1,1,1,0
5,1,1,1,0
7,1,1,1,0
20,1,1,1,0
9,1,1,1,0
5,1,1,1,0
74,9,7,6,0
25,3,1,2,0
82,7,1,6,0
12,1,1,1,0
13,1,1,1,0
15,2,1,2,0
22,1,1,1,0
27,2,1,2,0
34,3,1,3,0
44,4,1,4,0
7,1,1,1,0
8,1,1,1,0
102,13,10,11,0
9,1,1,1,0
13,2,1,2,0
40,5,1,4,0
5,1,1,1,0
5,1,1,1,0
6,1,1,1,0
39,5,5,5,0
3,1,1,1,0
3,1,1,1,0
3,1,1,1,0
1,1,1,1,0
34,1,1,1,0
3,1,1,1,0
8,1,1,1,0
8,1,1,1,0
39,3,1,3,0
34,3,1,3,0
4,1,1,1,0
6,1,1,1,0
24,4,3,2,0
6,1,1,1,0
8,1,1,1,0
6,1,1,1,0
12,1,1,1,0
4,1,1,1,0
7,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
7,1,1,1,0
6,1,1,1,0
6,1,1,1,0
6,1,1,1,0
1,1,1,1,0
2,1,1,1,0
4,1,1,1,0
1,1,1,1,0
9,1,1,1,0
26,5,4,5,0
17,2,1,2,0
1,1,1,1,0
31,4,3,3,0
4,1,1,1,0
4,1,1,1,0
1,1,1,1,0
1,1,1,1,0
6,1,1,1,0
6,1,1,1,0
7,1,1,1,0
1,1,1,1,0
40,4,1,4,0
6,1,1,1,0
21,4,1,4,0
1,1,1,1,0
1,1,1,1,0
1,1,1,1,0
1,1,1,1,0
10,1,1,1,0
17,2,1,2,0
26,5,4,5,0
1,1,1,1,0
1,1,1,1,0
1,1,1,1,0
1,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
19,2,1,2,0
11,1,1,1,0
39,4,1,4,0
1,1,1,1,0
9,2,1,1,0
1,1,1,1,0
1,1,1,1,0
4,1,1,1,0
6,1,1,1,0
2,1,1,1,0
4,1,1,1,0
49,4,1,4,0
24,1,1,1,0
46,3,1,3,0
18,1,1,1,0
5,1,1,1,0
43,4,1,4,0
20,1,1,1,0
9,1,1,1,0
5,1,1,1,0
4,1,1,1,0
162,28,16,16,0
4,1,1,1,0
20,3,1,3,0
20,3,1,3,0
20,3,1,3,0
20,3,1,3,0
20,3,1,3,0
19,3,1,3,0
19,3,1,3,0
20,3,1,3,0
20,3,1,3,0
20,3,1,3,0
20,3,1,3,0
20,3,1,3,0
20,3,1,3,0
19,3,1,3,0
4,1,1,1,0
64,6,1,6,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
19,3,1,3,0
19,3,1,3,0
6,1,1,1,0
4,1,1,1,0
4,1,1,1,0
6,1,1,1,0
6,1,1,1,0
9,1,1,1,0
54,5,1,5,0
112,6,1,6,0
11,1,1,1,0
22,1,1,1,0
17,1,1,1,0
5,1,1,1,0
14,1,1,1,0
10,1,1,1,0
8,1,1,1,0
11,1,1,1,0
6,1,1,1,0
7,1,1,1,0
6,1,1,1,0
5,1,1,1,0
12,3,3,3,0
16,1,1,1,0
25,4,1,2,0
4,1,1,1,0
4,1,1,1,0
11,2,1,2,0
10,2,1,1,0
40,3,3,3,0
24,2,1,2,0
9,1,1,1,0
6,1,1,1,0
16,1,1,1,0
27,1,1,1,0
15,1,1,1,0
15,2,1,2,0
4,1,1,1,0
63,9,1,8,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
29,3,1,3,0
27,3,1,3,0
4,1,1,1,0
3,1,1,1,0
5,2,1,2,0
15,3,1,2,0
3,1,1,1,0
4,1,1,1,0
3,1,1,1,0
3,1,1,1,0
8,1,1,1,0
5,1,1,1,0
22,2,1,2,0
30,3,1,3,0
5,1,1,1,0
18,3,1,3,0
7,1,1,1,0
26,3,1,3,0
13,1,1,1,0
2,1,1,1,0
2,2,1,2,0
2,1,1,1,0
5,1,1,1,0
1,1,1,1,0
1,1,1,1,0
2,1,1,1,0
18,3,1,3,0
1,1,1,1,0
1,1,1,1,0
19,2,1,2,0
4,1,1,1,0
3,1,1,1,0
2,1,1,1,0
4,1,1,1,0
26,3,1,3,0
1,1,1,1,0
2,1,1,1,0
4,1,1,1,0
5,1,1,1,0
1,1,1,1,0
3,1,1,1,0
4,1,1,1,0
4,1,1,1,0
23,3,1,3,0
2,1,1,1,0
5,1,1,1,0
3,1,1,1,0
3,1,1,1,0
4,1,1,1,0
4,1,1,1,0
3,1,1,1,0
6,1,1,1,0
4,1,1,1,0
1,1,1,1,0
4,1,1,1,0
16,1,1,1,0
11,2,1,2,0
6,1,1,1,0
8,1,1,1,0
19,5,4,5,0
6,1,1,1,0
9,1,1,1,0
48,9,7,6,0
4,1,1,1,0
2,1,1,1,0
2,1,1,1,0
52,6,5,5,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
11,2,1,2,0
2,1,1,1,0
1,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
15,3,1,3,0
13,2,1,2,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
6,1,1,1,0
8,2,1,2,0
1,1,1,1,0
1,1,1,1,0
2,2,1,1,0
3,3,1,2,0
2,1,1,1,0
2,2,1,2,0
2,1,1,1,0
2,2,1,2,0
3,3,3,2,0
2,1,1,1,0
2,1,1,1,0
9,2,1,1,0
54,6,1,6,0
24,3,1,3,0
15,1,1,1,0
2,1,1,1,0
3,1,1,1,0
1,1,1,1,0
1,1,1,1,0
9,2,1,2,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
15,3,1,3,0
15,3,1,3,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
2,1,1,1,0
26,3,1,3,0
19,4,1,3,0
19,4,1,3,0
20,5,1,3,0
20,5,1,3,0
4,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
11,2,1,2,0
10,2,1,2,0
11,2,1,2,0
10,2,1,2,0
18,3,1,3,0
17,1,1,1,0
15,2,1,2,0
2,1,1,1,0
1,1,1,1,0
2,1,1,1,0
19,2,1,2,0
15,2,1,2,0
14,2,1,2,0
14,2,1,2,0
2,1,1,1,0
14,2,1,2,0
4,1,1,1,0
19,2,1,2,0
23,3,3,3,0
2,1,1,1,0
13,1,1,1,0
11,2,1,2,0
