,loc,v(g),ev(g),iv(g)
775,5.0,1.0,1.0,1.0
776,5.0,1.0,1.0,1.0
777,6.0,1.0,1.0,1.0
778,5.0,1.0,1.0,1.0
779,5.0,1.0,1.0,1.0
780,5.0,1.0,1.0,1.0
781,5.0,1.0,1.0,1.0
782,17.0,3.0,1.0,3.0
783,29.0,4.0,1.0,3.0
784,15.0,2.0,1.0,1.0
785,2.0,1.0,1.0,1.0
786,2.0,1.0,1.0,1.0
787,1.0,1.0,1.0,1.0
788,4.0,1.0,1.0,1.0
789,2.0,1.0,1.0,1.0
790,1.0,1.0,1.0,1.0
791,1.0,1.0,1.0,1.0
792,2.0,1.0,1.0,1.0
793,4.0,1.0,1.0,1.0
794,2.0,1.0,1.0,1.0
795,4.0,1.0,1.0,1.0
796,5.0,1.0,1.0,1.0
797,5.0,1.0,1.0,1.0
798,79.0,7.0,4.0,5.0
799,1.0,1.0,1.0,1.0
800,4.0,1.0,1.0,1.0
801,4.0,1.0,1.0,1.0
802,4.0,1.0,1.0,1.0
803,4.0,1.0,1.0,1.0
804,1.0,1.0,1.0,1.0
805,4.0,1.0,1.0,1.0
806,4.0,1.0,1.0,1.0
807,4.0,1.0,1.0,1.0
808,4.0,1.0,1.0,1.0
809,6.0,1.0,1.0,1.0
810,6.0,1.0,1.0,1.0
811,6.0,1.0,1.0,1.0
812,6.0,1.0,1.0,1.0
813,7.0,2.0,1.0,2.0
814,12.0,2.0,1.0,2.0
815,23.0,5.0,1.0,2.0
816,13.0,2.0,1.0,2.0
817,41.0,7.0,1.0,1.0
818,10.0,2.0,1.0,2.0
819,10.0,2.0,1.0,2.0
820,10.0,2.0,1.0,2.0
821,10.0,2.0,1.0,2.0
822,6.0,1.0,1.0,1.0
823,4.0,1.0,1.0,1.0
824,14.0,2.0,1.0,2.0
825,4.0,1.0,1.0,1.0
826,4.0,1.0,1.0,1.0
827,4.0,1.0,1.0,1.0
828,7.0,2.0,1.0,2.0
829,1.0,1.0,1.0,1.0
830,8.0,2.0,1.0,2.0
831,4.0,1.0,1.0,1.0
832,40.0,4.0,1.0,4.0
833,1.0,1.0,1.0,1.0
834,37.0,4.0,1.0,4.0
835,3.0,1.0,1.0,1.0
836,143.0,17.0,1.0,6.0
837,6.0,1.0,1.0,1.0
838,5.0,1.0,1.0,1.0
839,3.0,1.0,1.0,1.0
840,107.0,18.0,11.0,12.0
841,4.0,1.0,1.0,1.0
842,4.0,1.0,1.0,1.0
843,4.0,1.0,1.0,1.0
844,4.0,1.0,1.0,1.0
845,4.0,1.0,1.0,1.0
846,53.0,3.0,1.0,2.0
847,34.0,5.0,1.0,3.0
848,4.0,1.0,1.0,1.0
849,4.0,1.0,1.0,1.0
850,4.0,1.0,1.0,1.0
851,1.0,1.0,1.0,1.0
852,39.0,3.0,1.0,3.0
853,52.0,5.0,3.0,5.0
854,20.0,4.0,1.0,1.0
855,25.0,4.0,1.0,3.0
856,28.0,4.0,1.0,3.0
857,28.0,4.0,1.0,3.0
858,5.0,1.0,1.0,1.0
859,3.0,1.0,1.0,1.0
860,3.0,1.0,1.0,1.0
861,3.0,1.0,1.0,1.0
862,3.0,1.0,1.0,1.0
863,1.0,1.0,1.0,1.0
864,32.0,4.0,3.0,3.0
865,13.0,2.0,1.0,1.0
866,73.0,7.0,1.0,7.0
867,16.0,2.0,1.0,2.0
868,2.0,1.0,1.0,1.0
869,283.0,34.0,26.0,29.0
870,18.0,3.0,1.0,2.0
871,4.0,1.0,1.0,1.0
872,4.0,1.0,1.0,1.0
873,21.0,2.0,1.0,2.0
874,1.0,1.0,1.0,1.0
875,9.0,1.0,1.0,1.0
876,4.0,1.0,1.0,1.0
877,3.0,1.0,1.0,1.0
878,1.0,1.0,1.0,1.0
879,3.0,1.0,1.0,1.0
880,10.0,2.0,1.0,2.0
881,9.0,2.0,1.0,1.0
882,2.0,1.0,1.0,1.0
883,2.0,1.0,1.0,1.0
884,2.0,1.0,1.0,1.0
885,2.0,1.0,1.0,1.0
886,2.0,1.0,1.0,1.0
887,5.0,1.0,1.0,1.0
888,2.0,1.0,1.0,1.0
889,5.0,1.0,1.0,1.0
890,26.0,3.0,1.0,3.0
891,35.0,3.0,1.0,3.0
892,1.0,1.0,1.0,1.0
893,13.0,1.0,1.0,1.0
894,131.0,17.0,10.0,15.0
895,1.0,1.0,1.0,1.0
896,2.0,1.0,1.0,1.0
897,4.0,1.0,1.0,1.0
898,1.0,1.0,1.0,1.0
899,33.0,3.0,1.0,3.0
900,44.0,6.0,3.0,6.0
901,12.0,2.0,1.0,2.0
902,14.0,2.0,1.0,2.0
903,36.0,3.0,1.0,3.0
904,16.0,2.0,1.0,2.0
905,91.0,8.0,1.0,8.0
906,2.0,1.0,1.0,1.0
907,2.0,1.0,1.0,1.0
908,3.0,1.0,1.0,1.0
909,9.0,2.0,1.0,2.0
910,9.0,3.0,1.0,1.0
911,12.0,3.0,3.0,3.0
912,83.0,7.0,1.0,6.0
913,79.0,7.0,1.0,4.0
914,120.0,19.0,6.0,11.0
915,131.0,20.0,7.0,12.0
916,17.0,3.0,1.0,2.0
917,9.0,1.0,1.0,1.0
918,9.0,1.0,1.0,1.0
919,3.0,1.0,1.0,1.0
920,1.0,1.0,1.0,1.0
921,7.0,2.0,1.0,2.0
922,14.0,3.0,1.0,2.0
923,13.0,3.0,1.0,2.0
924,1.0,1.0,1.0,1.0
925,2.0,1.0,1.0,1.0
926,2.0,1.0,1.0,1.0
927,2.0,1.0,1.0,1.0
928,1.0,1.0,1.0,1.0
929,8.0,1.0,1.0,1.0
930,2.0,1.0,1.0,1.0
931,1.0,1.0,1.0,1.0
932,1.0,1.0,1.0,1.0
933,1.0,1.0,1.0,1.0
934,1.0,1.0,1.0,1.0
935,2.0,1.0,1.0,1.0
936,9.0,2.0,1.0,2.0
937,16.0,3.0,1.0,3.0
938,9.0,2.0,1.0,2.0
939,54.0,4.0,1.0,2.0
940,6.0,2.0,1.0,2.0
941,4.0,1.0,1.0,1.0
942,10.0,1.0,1.0,1.0
943,14.0,3.0,1.0,1.0
944,20.0,4.0,1.0,4.0
945,11.0,1.0,1.0,1.0
946,12.0,3.0,1.0,3.0
947,4.0,1.0,1.0,1.0
948,18.0,3.0,1.0,1.0
949,20.0,4.0,1.0,1.0
950,12.0,3.0,1.0,3.0
951,16.0,4.0,1.0,1.0
952,6.0,2.0,1.0,2.0
953,6.0,2.0,1.0,2.0
954,2.0,1.0,1.0,1.0
955,2.0,1.0,1.0,1.0
956,10.0,1.0,1.0,1.0
957,4.0,1.0,1.0,1.0
958,4.0,1.0,1.0,1.0
959,2.0,1.0,1.0,1.0
960,1.0,1.0,1.0,1.0
961,1.0,1.0,1.0,1.0
962,10.0,2.0,1.0,1.0
963,9.0,2.0,1.0,2.0
964,2.0,1.0,1.0,1.0
965,2.0,1.0,1.0,1.0
966,2.0,1.0,1.0,1.0
967,2.0,1.0,1.0,1.0
968,15.0,1.0,1.0,1.0
969,20.0,2.0,1.0,2.0
970,8.0,1.0,1.0,1.0
971,2.0,1.0,1.0,1.0
972,2.0,1.0,1.0,1.0
973,2.0,1.0,1.0,1.0
974,88.0,15.0,1.0,14.0
975,26.0,4.0,3.0,3.0
976,27.0,7.0,7.0,2.0
977,15.0,1.0,1.0,1.0
978,20.0,2.0,1.0,2.0
979,15.0,1.0,1.0,1.0
980,20.0,2.0,1.0,2.0
981,36.0,9.0,9.0,2.0
982,4.0,1.0,1.0,1.0
983,3.0,1.0,1.0,1.0
984,3.0,1.0,1.0,1.0
985,45.0,6.0,5.0,6.0
986,116.0,17.0,8.0,16.0
987,44.0,7.0,5.0,7.0
988,32.0,4.0,1.0,4.0
989,26.0,2.0,1.0,2.0
990,99.0,19.0,15.0,19.0
991,52.0,10.0,6.0,10.0
992,52.0,6.0,1.0,6.0
993,5.0,1.0,1.0,1.0
994,93.0,10.0,3.0,10.0
995,31.0,2.0,1.0,2.0
996,4.0,1.0,1.0,1.0
997,2.0,1.0,1.0,1.0
998,4.0,1.0,1.0,1.0
999,22.0,3.0,1.0,3.0
1000,2.0,1.0,1.0,1.0
1001,2.0,1.0,1.0,1.0
1002,2.0,1.0,1.0,1.0
1003,2.0,1.0,1.0,1.0
1004,2.0,1.0,1.0,1.0
1005,2.0,1.0,1.0,1.0
1006,2.0,1.0,1.0,1.0
1007,2.0,1.0,1.0,1.0
1008,2.0,1.0,1.0,1.0
1009,2.0,1.0,1.0,1.0
1010,2.0,1.0,1.0,1.0
1011,2.0,1.0,1.0,1.0
1012,2.0,1.0,1.0,1.0
1013,2.0,1.0,1.0,1.0
1014,2.0,1.0,1.0,1.0
1015,2.0,1.0,1.0,1.0
1016,2.0,1.0,1.0,1.0
1017,2.0,1.0,1.0,1.0
1018,2.0,1.0,1.0,1.0
1019,2.0,1.0,1.0,1.0
1020,25.0,3.0,1.0,3.0
1021,2.0,1.0,1.0,1.0
1022,2.0,1.0,1.0,1.0
1023,2.0,1.0,1.0,1.0
1024,2.0,1.0,1.0,1.0
1025,2.0,1.0,1.0,1.0
1026,2.0,1.0,1.0,1.0
1027,66.0,9.0,1.0,9.0
1028,2.0,1.0,1.0,1.0
1029,2.0,1.0,1.0,1.0
1030,2.0,2.0,1.0,1.0
1031,5.0,1.0,1.0,1.0
1032,28.0,4.0,1.0,1.0
1033,4.0,1.0,1.0,1.0
1034,4.0,1.0,1.0,1.0
1035,4.0,1.0,1.0,1.0
1036,62.0,10.0,7.0,10.0
1037,44.0,8.0,7.0,5.0
1038,44.0,8.0,7.0,5.0
1039,3.0,1.0,1.0,1.0
1040,19.0,2.0,1.0,2.0
1041,3.0,1.0,1.0,1.0
1042,15.0,1.0,1.0,1.0
1043,24.0,2.0,1.0,2.0
1044,21.0,3.0,1.0,3.0
1045,12.0,1.0,1.0,1.0
1046,42.0,5.0,3.0,3.0
1047,5.0,3.0,3.0,1.0
1048,2.0,1.0,1.0,1.0
1049,45.0,11.0,4.0,3.0
1050,2.0,1.0,1.0,1.0
1051,9.0,3.0,3.0,2.0
1052,2.0,1.0,1.0,1.0
1053,2.0,1.0,1.0,1.0
1054,2.0,1.0,1.0,1.0
1055,2.0,1.0,1.0,1.0
1056,20.0,3.0,3.0,2.0
1057,2.0,1.0,1.0,1.0
1058,20.0,3.0,3.0,3.0
1059,13.0,5.0,5.0,1.0
1060,15.0,3.0,1.0,1.0
1061,28.0,11.0,11.0,10.0
1062,2.0,1.0,1.0,1.0
1063,6.0,1.0,1.0,1.0
1064,2.0,1.0,1.0,1.0
1065,2.0,1.0,1.0,1.0
1066,2.0,1.0,1.0,1.0
1067,2.0,1.0,1.0,1.0
1068,76.0,13.0,10.0,7.0
1069,69.0,11.0,10.0,7.0
1070,2.0,1.0,1.0,1.0
1071,2.0,1.0,1.0,1.0
1072,2.0,1.0,1.0,1.0
1073,39.0,1.0,1.0,1.0
1074,2.0,1.0,1.0,1.0
1075,2.0,2.0,1.0,1.0
1076,46.0,7.0,1.0,7.0
1077,5.0,1.0,1.0,1.0
1078,36.0,6.0,4.0,6.0
1079,6.0,1.0,1.0,1.0
1080,3.0,1.0,1.0,1.0
1081,3.0,1.0,1.0,1.0
1082,8.0,2.0,1.0,1.0
1083,60.0,17.0,5.0,7.0
1084,70.0,20.0,5.0,6.0
1085,93.0,25.0,5.0,11.0
1086,44.0,13.0,7.0,6.0
1087,3.0,1.0,1.0,1.0
1088,2.0,1.0,1.0,1.0
1089,3.0,1.0,1.0,1.0
1090,2.0,1.0,1.0,1.0
1091,3.0,1.0,1.0,1.0
1092,31.0,1.0,1.0,1.0
1093,6.0,1.0,1.0,1.0
1094,34.0,1.0,1.0,1.0
1095,21.0,2.0,1.0,2.0
1096,45.0,3.0,1.0,3.0
1097,6.0,1.0,1.0,1.0
1098,27.0,2.0,1.0,2.0
1099,48.0,10.0,8.0,4.0
1100,6.0,1.0,1.0,1.0
1101,27.0,3.0,1.0,3.0
1102,27.0,1.0,1.0,1.0
1103,37.0,1.0,1.0,1.0
1104,6.0,1.0,1.0,1.0
1105,26.0,2.0,1.0,2.0
1106,15.0,2.0,1.0,2.0
1107,6.0,1.0,1.0,1.0
1108,4.0,1.0,1.0,1.0
1109,9.0,1.0,1.0,1.0
1110,4.0,1.0,1.0,1.0
1111,5.0,1.0,1.0,1.0
1112,2.0,1.0,1.0,1.0
1113,4.0,1.0,1.0,1.0
1114,3.0,1.0,1.0,1.0
1115,3.0,1.0,1.0,1.0
1116,131.0,18.0,1.0,18.0
1117,15.0,1.0,1.0,1.0
1118,20.0,2.0,1.0,2.0
1119,15.0,2.0,1.0,2.0
1120,20.0,2.0,1.0,2.0
1121,15.0,1.0,1.0,1.0
1122,15.0,2.0,1.0,2.0
1123,17.0,2.0,1.0,2.0
1124,9.0,1.0,1.0,1.0
1125,1.0,1.0,1.0,1.0
1126,15.0,1.0,1.0,1.0
1127,15.0,1.0,1.0,1.0
1128,19.0,2.0,1.0,2.0
1129,1.0,1.0,1.0,1.0
1130,15.0,1.0,1.0,1.0
1131,2.0,1.0,1.0,1.0
1132,38.0,3.0,1.0,3.0
1133,44.0,5.0,3.0,4.0
1134,4.0,1.0,1.0,1.0
1135,4.0,1.0,1.0,1.0
1136,4.0,1.0,1.0,1.0
1137,4.0,1.0,1.0,1.0
1138,27.0,1.0,1.0,1.0
1139,6.0,1.0,1.0,1.0
1140,29.0,2.0,1.0,2.0
1141,38.0,1.0,1.0,1.0
1142,23.0,2.0,1.0,2.0
1143,15.0,2.0,1.0,2.0
1144,27.0,2.0,1.0,2.0
1145,26.0,1.0,1.0,1.0
1146,24.0,1.0,1.0,1.0
1147,6.0,1.0,1.0,1.0
1148,23.0,2.0,1.0,2.0
1149,21.0,2.0,1.0,2.0
1150,15.0,2.0,1.0,2.0
1151,26.0,2.0,1.0,2.0
1152,13.0,1.0,1.0,1.0
1153,15.0,2.0,1.0,2.0
1154,4.0,1.0,1.0,1.0
1155,4.0,1.0,1.0,1.0
1156,10.0,1.0,1.0,1.0
1157,3.0,1.0,1.0,1.0
1158,4.0,1.0,1.0,1.0
1159,3.0,1.0,1.0,1.0
1160,7.0,3.0,1.0,3.0
1161,3.0,1.0,1.0,1.0
1162,4.0,1.0,1.0,1.0
1163,3.0,1.0,1.0,1.0
1164,7.0,3.0,1.0,3.0
1165,3.0,1.0,1.0,1.0
1166,3.0,1.0,1.0,1.0
1167,59.0,11.0,1.0,11.0
1168,66.0,6.0,1.0,6.0
1169,26.0,1.0,1.0,1.0
1170,17.0,3.0,3.0,3.0
1171,34.0,9.0,7.0,6.0
1172,25.0,3.0,1.0,3.0
1173,12.0,1.0,1.0,1.0
1174,63.0,7.0,6.0,7.0
1175,17.0,2.0,1.0,2.0
1176,61.0,7.0,6.0,7.0
1177,16.0,2.0,1.0,2.0
1178,19.0,2.0,1.0,2.0
1179,11.0,1.0,1.0,1.0
1180,19.0,2.0,1.0,2.0
1181,19.0,2.0,1.0,2.0
1182,18.0,2.0,1.0,2.0
1183,39.0,4.0,3.0,4.0
1184,60.0,10.0,1.0,10.0
1185,17.0,3.0,3.0,3.0
1186,13.0,2.0,1.0,2.0
1187,13.0,2.0,1.0,2.0
1188,23.0,6.0,4.0,5.0
1189,149.0,25.0,19.0,25.0
1190,25.0,1.0,1.0,1.0
1191,41.0,5.0,3.0,5.0
1192,5.0,1.0,1.0,1.0
1193,3.0,1.0,1.0,1.0
1194,12.0,1.0,1.0,1.0
1195,2.0,1.0,1.0,1.0
1196,2.0,1.0,1.0,1.0
1197,37.0,5.0,3.0,5.0
1198,2.0,1.0,1.0,1.0
1199,2.0,1.0,1.0,1.0
1200,8.0,1.0,1.0,1.0
1201,32.0,4.0,3.0,4.0
1202,2.0,1.0,1.0,1.0
1203,13.0,1.0,1.0,1.0
1204,37.0,5.0,3.0,5.0
1205,2.0,1.0,1.0,1.0
1206,11.0,1.0,1.0,1.0
1207,2.0,1.0,1.0,1.0
1208,33.0,4.0,3.0,4.0
1209,13.0,1.0,1.0,1.0
1210,16.0,3.0,1.0,3.0
1211,2.0,1.0,1.0,1.0
1212,4.0,1.0,1.0,1.0
1213,30.0,1.0,1.0,1.0
1214,4.0,1.0,1.0,1.0
1215,6.0,1.0,1.0,1.0
1216,6.0,1.0,1.0,1.0
1217,62.0,11.0,11.0,11.0
1218,2.0,1.0,1.0,1.0
1219,2.0,1.0,1.0,1.0
1220,2.0,1.0,1.0,1.0
1221,2.0,1.0,1.0,1.0
1222,1.0,1.0,1.0,1.0
1223,1.0,1.0,1.0,1.0
1224,1.0,1.0,1.0,1.0
1225,1.0,1.0,1.0,1.0
1226,1.0,1.0,1.0,1.0
1227,1.0,1.0,1.0,1.0
1228,1.0,1.0,1.0,1.0
1229,1.0,1.0,1.0,1.0
1230,1.0,1.0,1.0,1.0
1231,25.0,3.0,1.0,3.0
1232,25.0,3.0,1.0,3.0
1233,25.0,3.0,1.0,3.0
1234,25.0,3.0,1.0,3.0
1235,25.0,3.0,1.0,3.0
1236,1.0,1.0,1.0,1.0
1237,1.0,1.0,1.0,1.0
1238,1.0,1.0,1.0,1.0
1239,1.0,1.0,1.0,1.0
1240,1.0,1.0,1.0,1.0
1241,1.0,1.0,1.0,1.0
1242,42.0,5.0,3.0,4.0
1243,49.0,5.0,3.0,4.0
1244,48.0,5.0,3.0,5.0
1245,42.0,5.0,3.0,4.0
1246,1.0,1.0,1.0,1.0
1247,1.0,1.0,1.0,1.0
1248,8.0,1.0,1.0,1.0
1249,136.0,19.0,9.0,18.0
1250,2.0,1.0,1.0,1.0
1251,2.0,1.0,1.0,1.0
1252,123.0,21.0,13.0,21.0
1253,2.0,1.0,1.0,1.0
1254,2.0,1.0,1.0,1.0
1255,2.0,1.0,1.0,1.0
1256,2.0,1.0,1.0,1.0
1257,4.0,1.0,1.0,1.0
1258,2.0,1.0,1.0,1.0
1259,4.0,1.0,1.0,1.0
1260,2.0,1.0,1.0,1.0
1261,2.0,1.0,1.0,1.0
1262,2.0,1.0,1.0,1.0
1263,59.0,11.0,8.0,11.0
1264,91.0,17.0,10.0,17.0
1265,49.0,5.0,1.0,5.0
1266,77.0,13.0,8.0,13.0
1267,76.0,14.0,8.0,14.0
1268,54.0,9.0,1.0,9.0
1269,57.0,10.0,1.0,10.0
1270,7.0,1.0,1.0,1.0
1271,92.0,10.0,3.0,10.0
1272,63.0,12.0,1.0,12.0
1273,48.0,8.0,1.0,8.0
1274,65.0,12.0,1.0,12.0
1275,18.0,4.0,4.0,3.0
1276,46.0,5.0,1.0,5.0
1277,7.0,1.0,1.0,1.0
1278,43.0,4.0,1.0,4.0
1279,32.0,2.0,1.0,2.0
1280,22.0,2.0,1.0,2.0
1281,15.0,1.0,1.0,1.0
1282,15.0,1.0,1.0,1.0
1283,15.0,1.0,1.0,1.0
1284,57.0,8.0,1.0,8.0
1285,52.0,7.0,1.0,7.0
1286,1.0,1.0,1.0,1.0
1287,4.0,1.0,1.0,1.0
1288,14.0,1.0,1.0,1.0
1289,14.0,1.0,1.0,1.0
1290,13.0,1.0,1.0,1.0
1291,14.0,1.0,1.0,1.0
1292,9.0,1.0,1.0,1.0
1293,23.0,3.0,1.0,3.0
1294,23.0,3.0,1.0,3.0
1295,17.0,2.0,1.0,2.0
1296,31.0,5.0,3.0,4.0
1297,17.0,2.0,1.0,2.0
1298,8.0,2.0,1.0,2.0
1299,5.0,2.0,1.0,1.0
1300,3.0,1.0,1.0,1.0
1301,3.0,1.0,1.0,1.0
1302,3.0,1.0,1.0,1.0
1303,3.0,1.0,1.0,1.0
1304,12.0,2.0,1.0,2.0
1305,3.0,1.0,1.0,1.0
1306,59.0,7.0,7.0,6.0
1307,53.0,6.0,4.0,5.0
1308,28.0,3.0,1.0,3.0
1309,6.0,1.0,1.0,1.0
1310,62.0,7.0,7.0,6.0
1311,6.0,1.0,1.0,1.0
1312,50.0,4.0,3.0,4.0
1313,131.0,9.0,7.0,7.0
1314,2.0,1.0,1.0,1.0
1315,91.0,9.0,4.0,8.0
1316,4.0,1.0,1.0,1.0
1317,49.0,8.0,3.0,7.0
1318,63.0,5.0,1.0,5.0
1319,131.0,9.0,7.0,7.0
1320,21.0,2.0,1.0,2.0
1321,9.0,1.0,1.0,1.0
1322,34.0,5.0,4.0,4.0
1323,6.0,1.0,1.0,1.0
1324,2.0,1.0,1.0,1.0
1325,56.0,7.0,1.0,5.0
1326,17.0,2.0,1.0,2.0
1327,65.0,7.0,7.0,6.0
1328,29.0,4.0,1.0,3.0
1329,10.0,1.0,1.0,1.0
1330,2.0,1.0,1.0,1.0
1331,1.0,1.0,1.0,1.0
1332,4.0,1.0,1.0,1.0
1333,4.0,1.0,1.0,1.0
1334,2.0,1.0,1.0,1.0
1335,2.0,1.0,1.0,1.0
1336,6.0,1.0,1.0,1.0
1337,4.0,1.0,1.0,1.0
1338,4.0,1.0,1.0,1.0
1339,25.0,2.0,1.0,2.0
1340,7.0,1.0,1.0,1.0
1341,2.0,1.0,1.0,1.0
1342,2.0,1.0,1.0,1.0
1343,72.0,7.0,5.0,6.0
1344,45.0,3.0,1.0,3.0
1345,1.0,1.0,1.0,1.0
1346,1.0,1.0,1.0,1.0
1347,7.0,1.0,1.0,1.0
1348,1.0,1.0,1.0,1.0
1349,2.0,1.0,1.0,1.0
1350,41.0,2.0,1.0,2.0
1351,5.0,1.0,1.0,1.0
1352,30.0,3.0,1.0,3.0
1353,53.0,5.0,5.0,3.0
1354,123.0,15.0,9.0,12.0
1355,2.0,1.0,1.0,1.0
1356,6.0,1.0,1.0,1.0
1357,1.0,1.0,1.0,1.0
1358,44.0,5.0,4.0,5.0
1359,13.0,1.0,1.0,1.0
1360,13.0,1.0,1.0,1.0
1361,44.0,5.0,4.0,5.0
1362,6.0,1.0,1.0,1.0
1363,7.0,1.0,1.0,1.0
1364,118.0,19.0,7.0,16.0
1365,65.0,7.0,5.0,7.0
1366,129.0,22.0,16.0,17.0
1367,7.0,1.0,1.0,1.0
1368,44.0,5.0,4.0,5.0
1369,14.0,1.0,1.0,1.0
1370,6.0,1.0,1.0,1.0
1371,2.0,2.0,1.0,1.0
1372,2.0,1.0,1.0,1.0
1373,2.0,2.0,1.0,1.0
1374,58.0,5.0,3.0,4.0
1375,4.0,1.0,1.0,1.0
1376,75.0,10.0,5.0,9.0
1377,95.0,18.0,13.0,14.0
1378,18.0,2.0,1.0,2.0
1379,6.0,1.0,1.0,1.0
1380,2.0,1.0,1.0,1.0
1381,47.0,7.0,6.0,5.0
1382,10.0,1.0,1.0,1.0
1383,2.0,1.0,1.0,1.0
1384,2.0,1.0,1.0,1.0
1385,2.0,1.0,1.0,1.0
1386,27.0,2.0,1.0,2.0
1387,27.0,2.0,1.0,2.0
1388,27.0,2.0,1.0,2.0
1389,36.0,5.0,1.0,5.0
1390,38.0,4.0,4.0,4.0
1391,81.0,7.0,1.0,6.0
1392,26.0,2.0,1.0,2.0
1393,8.0,1.0,1.0,1.0
1394,71.0,10.0,8.0,10.0
1395,70.0,10.0,8.0,10.0
1396,1.0,1.0,1.0,1.0
1397,4.0,1.0,1.0,1.0
1398,1.0,1.0,1.0,1.0
1399,1.0,1.0,1.0,1.0
1400,1.0,1.0,1.0,1.0
1401,4.0,1.0,1.0,1.0
1402,4.0,1.0,1.0,1.0
1403,1.0,1.0,1.0,1.0
1404,4.0,1.0,1.0,1.0
1405,1.0,1.0,1.0,1.0
1406,3.0,1.0,1.0,1.0
1407,2.0,1.0,1.0,1.0
1408,85.0,11.0,6.0,9.0
1409,150.0,17.0,8.0,15.0
1410,148.0,19.0,12.0,14.0
1411,2.0,1.0,1.0,1.0
1412,3.0,1.0,1.0,1.0
1413,155.0,24.0,19.0,18.0
1414,4.0,1.0,1.0,1.0
1415,118.0,14.0,11.0,11.0
1416,108.0,12.0,11.0,10.0
1417,8.0,2.0,1.0,2.0
1418,32.0,6.0,1.0,4.0
1419,3.0,1.0,1.0,1.0
1420,3.0,1.0,1.0,1.0
1421,10.0,2.0,1.0,2.0
1422,3.0,1.0,1.0,1.0
1423,46.0,2.0,1.0,2.0
1424,12.0,1.0,1.0,1.0
1425,15.0,2.0,1.0,2.0
1426,7.0,1.0,1.0,1.0
1427,7.0,1.0,1.0,1.0
1428,11.0,1.0,1.0,1.0
1429,42.0,5.0,5.0,4.0
1430,85.0,6.0,1.0,6.0
1431,11.0,1.0,1.0,1.0
1432,4.0,1.0,1.0,1.0
1433,6.0,1.0,1.0,1.0
1434,3.0,1.0,1.0,1.0
1435,10.0,1.0,1.0,1.0
1436,10.0,1.0,1.0,1.0
1437,19.0,1.0,1.0,1.0
1438,78.0,10.0,1.0,10.0
1439,68.0,5.0,1.0,5.0
1440,61.0,8.0,5.0,8.0
1441,2.0,1.0,1.0,1.0
1442,6.0,1.0,1.0,1.0
1443,25.0,1.0,1.0,1.0
1444,2.0,1.0,1.0,1.0
1445,2.0,1.0,1.0,1.0
1446,3.0,1.0,1.0,1.0
1447,3.0,1.0,1.0,1.0
1448,3.0,1.0,1.0,1.0
1449,18.0,2.0,1.0,2.0
1450,16.0,2.0,1.0,2.0
1451,4.0,1.0,1.0,1.0
1452,48.0,5.0,5.0,4.0
1453,28.0,2.0,1.0,2.0
1454,1.0,1.0,1.0,1.0
1455,28.0,2.0,1.0,2.0
1456,75.0,5.0,1.0,5.0
1457,14.0,1.0,1.0,1.0
1458,8.0,1.0,1.0,1.0
1459,2.0,1.0,1.0,1.0
1460,65.0,7.0,7.0,5.0
1461,54.0,6.0,5.0,4.0
1462,13.0,2.0,1.0,2.0
1463,18.0,2.0,1.0,2.0
1464,5.0,1.0,1.0,1.0
1465,4.0,1.0,1.0,1.0
1466,4.0,1.0,1.0,1.0
1467,5.0,1.0,1.0,1.0
1468,12.0,1.0,1.0,1.0
1469,12.0,1.0,1.0,1.0
1470,46.0,5.0,5.0,4.0
1471,47.0,5.0,5.0,4.0
1472,39.0,4.0,1.0,4.0
1473,2.0,1.0,1.0,1.0
1474,2.0,1.0,1.0,1.0
1475,2.0,1.0,1.0,1.0
1476,1.0,1.0,1.0,1.0
1477,9.0,1.0,1.0,1.0
1478,9.0,1.0,1.0,1.0
1479,49.0,4.0,3.0,3.0
1480,1.0,1.0,1.0,1.0
1481,1.0,1.0,1.0,1.0
1482,19.0,2.0,1.0,2.0
1483,32.0,3.0,1.0,3.0
1484,15.0,2.0,1.0,2.0
1485,16.0,2.0,1.0,2.0
1486,9.0,1.0,1.0,1.0
1487,16.0,1.0,1.0,1.0
1488,14.0,1.0,1.0,1.0
1489,9.0,1.0,1.0,1.0
1490,6.0,1.0,1.0,1.0
1491,17.0,2.0,1.0,2.0
1492,17.0,2.0,1.0,2.0
1493,15.0,2.0,1.0,2.0
1494,16.0,2.0,1.0,2.0
1495,22.0,2.0,1.0,2.0
1496,50.0,4.0,3.0,3.0
1497,3.0,1.0,1.0,1.0
1498,3.0,1.0,1.0,1.0
1499,36.0,5.0,1.0,4.0
1500,18.0,1.0,1.0,1.0
1501,12.0,1.0,1.0,1.0
1502,25.0,3.0,1.0,3.0
1503,13.0,2.0,1.0,2.0
1504,5.0,1.0,1.0,1.0
1505,3.0,1.0,1.0,1.0
1506,4.0,1.0,1.0,1.0
1507,11.0,1.0,1.0,1.0
1508,45.0,7.0,3.0,7.0
1509,13.0,2.0,1.0,2.0
1510,6.0,1.0,1.0,1.0
1511,16.0,1.0,1.0,1.0
1512,6.0,1.0,1.0,1.0
1513,2.0,1.0,1.0,1.0
1514,2.0,1.0,1.0,1.0
1515,2.0,1.0,1.0,1.0
1516,2.0,1.0,1.0,1.0
1517,42.0,5.0,3.0,5.0
1518,2.0,1.0,1.0,1.0
1519,135.0,29.0,13.0,29.0
1520,4.0,1.0,1.0,1.0
1521,4.0,1.0,1.0,1.0
